grid,row,col,value
density,24,25,3.6334915698678915e-13
density,24,26,3.6334915761376e-13
density,24,27,3.633491583098795e-13
density,24,28,3.6334915904324926e-13
density,24,29,3.633491601151356e-13
density,24,30,3.6334916136382374e-13
density,24,31,3.6334915926458243e-13
density,24,32,1.0900723114063261e-13
density,24,33,0.0
density,25,0,0.0
density,25,1,1.2239532538738789e-26
density,25,2,1.2239532572086358e-26
density,25,3,1.2239532549141922e-26
density,25,4,1.2239532513011389e-26
density,25,5,1.2239537679418249e-26
density,25,6,1.2239541659010812e-26
density,25,7,1.2274137126822976e-26
density,25,8,5.1738328592264647e-20
density,25,9,5.1738329177277856e-20
density,25,10,5.173832969899853e-20
density,25,11,5.173833009208258e-20
density,25,12,5.173833037109999e-20
density,25,13,5.1738330648610863e-20
density,25,14,5.1738330907186314e-20
density,25,15,5.173833136134989e-20
density,25,16,6.278328259764002e-20
density,25,17,6.2783282483154e-20
density,25,18,6.278328236742209e-20
density,25,19,6.278328223321109e-20
density,25,20,6.27832820910275e-20
density,25,21,6.278328197752547e-20
density,25,22,6.278329915911295e-20
density,25,23,6.278405920028779e-20
density,25,24,3.6334914965268004e-13
density,25,25,3.6334915647922524e-13
density,25,26,3.63349157065728e-13
density,25,27,3.6334915767873754e-13
density,25,28,3.6334915830941525e-13
density,25,29,3.6334915901242174e-13
density,25,30,3.6334915851166727e-13
density,25,31,1.2610041384249337e-17
density,25,32,5.452677003596298e-21
density,25,33,0.0
density,26,0,0.0
density,26,1,1.2239532767404486e-26
density,26,2,1.2239532788348749e-26
density,26,3,1.2239532764166903e-26
density,26,4,1.2239532721908573e-26
density,26,5,1.2239552885796404e-26
density,26,6,1.2239576000361442e-26
density,26,7,1.2662433537552571e-26
density,26,8,5.1738327047162306e-20
density,26,9,5.1738327768245776e-20
density,26,10,5.173832820685257e-20
density,26,11,5.173832862550309e-20
density,26,12,5.173832892005506e-20
density,26,13,5.1738329197423986e-20
density,26,14,5.1738329433314323e-20
density,26,15,5.173832984281805e-20
density,26,16,6.278328207935812e-20
density,26,17,6.278328198019033e-20
density,26,18,6.278328187885547e-20
density,26,19,6.278328175402375e-20
density,26,20,6.278328162116587e-20
density,26,21,6.278328144629648e-20
density,26,22,6.278329833571789e-20
density,26,23,6.278328130826313e-20
density,26,24,6.323793401843748e-20
density,26,25,3.633491555935793e-13
density,26,26,3.633491566325489e-13
density,26,27,3.6334915705827903e-13
density,26,28,3.633491575698302e-13
density,26,29,3.633491531354603e-13
density,26,30,9.978945503257057e-21
density,26,31,2.1627269107297457e-21
density,26,32,2.5376334266793274e-22
density,26,33,0.0
density,27,0,0.0
density,27,1,1.2239532964121332e-26
density,27,2,1.2239532979014983e-26
density,27,3,1.2239532960749834e-26
density,27,4,1.2239532920702279e-26
density,27,5,1.2239581447214267e-26
density,27,6,1.2265972855720041e-26
density,27,7,5.1738324785475936e-20
density,27,8,5.173832564734985e-20
density,27,9,5.17383262267094e-20
density,27,10,5.1738326703645875e-20
density,27,11,5.173832713520165e-20
density,27,12,5.173832741872717e-20
density,27,13,5.173832767473636e-20
density,27,14,5.1738327882516923e-20
density,27,15,5.1738328243780695e-20
density,27,16,6.278328152606079e-20
density,27,17,6.278328144599347e-20
density,27,18,6.278328135879095e-20
density,27,19,6.278328124737123e-20
density,27,20,6.278328112287886e-20
density,27,21,6.278328093978734e-20
density,27,22,6.27832807901949e-20
density,27,23,6.278328070146033e-20
density,27,24,6.278357405198646e-20
density,27,25,6.430533650275122e-20
density,27,26,3.6334915413949186e-13
density,27,27,3.63349154768303e-13
density,27,28,3.633491497249326e-13
density,27,29,1.8630196296163053e-18
density,27,30,3.2434016590313955e-24
density,27,31,4.643139335946724e-22
density,27,32,7.072222751068894e-23
density,27,33,0.0
density,28,0,0.0
density,28,1,1.223929870442693e-26
density,28,2,1.2239533139189294e-26
density,28,3,1.2239533515726882e-26
density,28,4,1.2239533083313997e-26
density,28,5,1.2243569310955669e-26
density,28,6,5.145148158520907e-25
density,28,7,5.173832369366466e-20
density,28,8,5.173832440477851e-20
density,28,9,5.173832485038272e-20
density,28,10,5.173832528915881e-20
density,28,11,5.173832569963999e-20
density,28,12,5.1738325933837076e-20
density,28,13,5.173832614374707e-20
density,28,14,5.173832630531149e-20
density,28,15,5.1738326598916694e-20
density,28,16,6.278328094137689e-20
density,28,17,6.278328088763437e-20
density,28,18,6.278328081989438e-20
density,28,19,6.278328072580575e-20
density,28,20,6.278328061655759e-20
density,28,21,6.278328044932795e-20
density,28,22,6.278328027834988e-20
density,28,23,6.278328010687678e-20
density,28,24,6.278328013737484e-20
density,28,25,6.278330870743174e-20
density,28,26,6.303806780441312e-20
density,28,27,3.633339102765383e-13
density,28,28,3.0932707329435348e-21
density,28,29,6.740632199424242e-22
density,28,30,1.2017635462593325e-24
density,28,31,8.90140852765509e-25
density,28,32,4.1201521089484733e-25
density,28,33,0.0
density,29,0,0.0
density,29,1,5.569797048902743e-28
density,29,2,1.2239533363402813e-26
density,29,3,1.2239536716143956e-26
density,29,4,1.2239565283330553e-26
density,29,5,1.2525669071083355e-26
density,29,6,5.173832208838029e-20
density,29,7,5.173832261351699e-20
density,29,8,5.1738323196512454e-20
density,29,9,5.173832371800404e-20
density,29,10,5.173832419279856e-20
density,29,11,5.173832463078971e-20
density,29,12,5.173832484506015e-20
density,29,13,5.173832502398084e-20
density,29,14,5.1738325143505566e-20
density,29,15,5.17383253703115e-20
density,29,16,6.278328035509504e-20
density,29,17,6.278328034184082e-20
density,29,18,6.278328029957893e-20
density,29,19,6.278328022664956e-20
density,29,20,6.278328013274063e-20
density,29,21,6.278327998083976e-20
density,29,22,6.278327982329182e-20
density,29,23,6.278327966927897e-20
density,29,24,6.278327958920993e-20
density,29,25,6.278332436054482e-20
density,29,26,1.0668220798691638e-17
density,29,27,2.0114258786609023e-21
density,29,28,1.3151995799389464e-24
density,29,29,7.489527762190995e-25
density,29,30,3.416530613591277e-27
density,29,31,3.2157842648481056e-27
density,29,32,2.933950347189989e-27
density,29,33,0.0
density,30,0,0.0
density,30,1,4.4126438467641807e-32
density,30,2,4.154121318735185e-32
density,30,3,6.530121852063859e-31
density,30,4,8.968283815501366e-27
density,30,5,5.1738319846104454e-20
density,30,6,5.1738321044328726e-20
density,30,7,5.1738321624222567e-20
density,30,8,5.173832219366106e-20
density,30,9,5.1738322729926405e-20
density,30,10,5.17383232206005e-20
density,30,11,5.173832366958122e-20
density,30,12,5.1738323862431206e-20
density,30,13,5.173832400297598e-20
density,30,14,5.173832406742149e-20
density,30,15,5.173832420405732e-20
density,30,16,6.278327978346247e-20
density,30,17,6.278327982314564e-20
density,30,18,6.278327981186978e-20
density,30,19,6.278327976225853e-20
density,30,20,6.27832796847226e-20
density,30,21,6.278327954213037e-20
density,30,22,6.27832793872802e-20
density,30,23,6.27832792271021e-20
density,30,24,6.2783279085796e-20
density,30,25,6.278328780841389e-20
density,30,26,1.4950466315147312e-21
density,30,27,7.325611809001852e-25
density,30,28,4.963863358645003e-26
density,30,29,5.743081852866391e-26
density,30,30,2.4514356050927415e-27
density,30,31,2.442010209176559e-27
density,30,32,2.378349857934737e-27
density,30,33,0.0
density,31,0,0.0
density,31,1,7.953175878689515e-36
density,31,2,4.564275165028087e-36
density,31,3,1.610872257010598e-32
density,31,4,6.297219091542987e-29
density,31,5,3.235973084041599e-23
density,31,6,5.1738319554632477e-20
density,31,7,5.173832066237538e-20
density,31,8,5.173832125681935e-20
density,31,9,5.1738321854865606e-20
density,31,10,5.1738322381377104e-20
density,31,11,5.1738322849578474e-20
density,31,12,5.1738323021571836e-20
density,31,13,5.17383231100106e-20
density,31,14,5.173832308177565e-20
density,31,15,5.173832302443072e-20
density,31,16,6.278327914710928e-20
density,31,17,6.278327934109958e-20
density,31,18,6.278327937746975e-20
density,31,19,6.278327935720062e-20
density,31,20,6.278327929591715e-20
density,31,21,6.27832791540977e-20
density,31,22,6.278327898990353e-20
density,31,23,6.278327880836758e-20
density,31,24,6.27832786137896e-20
density,31,25,6.27832778359503e-20
density,31,26,2.5854893219664436e-22
density,31,27,3.650078652358793e-25
density,31,28,8.272512468369579e-26
density,31,29,1.987848490937138e-26
density,31,30,2.1722932120710544e-27
density,31,31,2.16548754768688e-27
density,31,32,2.1407615653613506e-27
density,31,33,0.0
density,32,0,0.0
density,32,1,3.539563724185306e-39
density,32,2,2.393905695450166e-36
density,32,3,1.2606807472126083e-32
density,32,4,6.488051290011614e-29
density,32,5,3.351497229770954e-25
density,32,6,3.960331565934009e-21
density,32,7,5.173830452251614e-20
density,32,8,5.1738319847166526e-20
density,32,9,5.1738320574480825e-20
density,32,10,5.173832120242854e-20
density,32,11,5.1738321715262443e-20
density,32,12,5.1738321851738726e-20
density,32,13,5.173832183343073e-20
density,32,14,5.1738321616396394e-20
density,32,15,5.173745630257368e-20
density,32,16,6.278238400660391e-20
density,32,17,6.278327829215823e-20
density,32,18,6.27832784936783e-20
density,32,19,6.278327856978835e-20
density,32,20,6.27832785480134e-20
density,32,21,6.278327839171567e-20
density,32,22,6.278327816144985e-20
density,32,23,6.27832778609988e-20
density,32,24,6.278327740709911e-20
density,32,25,7.94133874888041e-21
density,32,26,5.501300809934597e-25
density,32,27,4.872847117115634e-26
density,32,28,2.518991007357725e-26
density,32,29,1.1069613411206284e-26
density,32,30,2.0138280733075377e-27
density,32,31,2.002150009767021e-27
density,32,32,1.9677126218421766e-27
density,32,33,0.0
density,33,0,0.0
density,33,1,0.0
density,33,2,0.0
density,33,3,0.0
density,33,4,0.0
density,33,5,0.0
density,33,6,0.0
density,33,7,0.0
density,33,8,0.0
density,33,9,0.0
density,33,10,0.0
density,33,11,0.0
density,33,12,0.0
density,33,13,0.0
density,33,14,0.0
density,33,15,0.0
density,33,16,0.0
density,33,17,0.0
density,33,18,0.0
density,33,19,0.0
density,33,20,0.0
density,33,21,0.0
density,33,22,0.0
density,33,23,0.0
density,33,24,0.0
density,33,25,0.0
density,33,26,0.0
density,33,27,0.0
density,33,28,0.0
density,33,29,0.0
density,33,30,0.0
density,33,31,0.0
density,33,32,0.0
density,33,33,0.0
